"",CustomerID,mean_prob
3972,6985-HAYWX,62.655880
5081,0096-BXERS,62.501330
5663,3797-FKOGQ,62.486408
2088,8203-XJZRC,62.479883
6533,2081-KJSQF,62.479883
4881,0670-KDOMA,62.479883
5281,0311-QYWSS,62.445220
2720,8992-CEUEN,62.368990
2624,3748-FVMZZ,62.363980
4428,2831-EBWRN,62.340828
3389,9079-LWTFD,62.335055
6620,2669-QVCRG,62.317363
5846,5118-MUEYH,62.287740
2716,3522-CDKHF,62.265111
3547,0015-UOCOJ,62.208060
4659,2386-OWURY,62.205658
5439,2360-RDGRO,62.162630
3208,2085-BOJKI,62.144097
4882,2476-YGEFM,62.126698
4914,4439-YRNVD,62.056560
3657,4307-KWMXE,61.996858
6561,2378-VTKDH,61.991826
2200,5628-RKIFK,61.975119
3409,2190-BCXEC,61.937940
4424,2669-OIDSD,61.871286
6819,0749-IRGQE,61.823220
6401,3845-FXCYS,61.820018
2776,2040-VZIKE,61.729459
6981,5392-AKEMH,61.708485
4318,9122-UMROB,61.707851
5422,7814-LEEVE,61.707851
6653,2676-ISHSF,61.707851
6123,3090-QFUVD,61.707851
4142,1777-JYQPJ,61.611972
4754,5600-KTXFM,61.590183
4572,3604-WLABM,61.439250
2753,8967-SZQAS,61.417006
4643,0430-IHCDJ,61.353019
3645,5141-ZUVBH,61.345340
5643,7621-VPNET,61.314373
5412,4948-WBBKL,61.310890
3123,8158-WPEZG,61.298411
4319,4232-JGKIY,61.291586
5004,1020-JPQOW,61.257203
4060,8648-PFRMP,61.232609
5264,3932-IJWDZ,61.230773
6384,9638-JIQYA,61.140165
5237,0599-XNYDO,61.135446
2507,8713-IGZSO,61.133516
4441,7339-POGZN,61.090539
4868,0531-ZZJWQ,61.067413
6410,2220-IAHLS,61.065293
5581,7298-IZWLY,61.065293
5528,0060-FUALY,61.053931
4984,7926-IJOOU,61.051936
2424,1307-TVUFB,61.045847
2760,6789-HJBWG,61.007235
3931,9163-GHAYE,60.986569
2639,4581-LNWUM,60.972766
2079,8229-MYEJZ,60.971762
2983,9314-IJWSQ,60.953372
4869,6537-QLGEX,60.945066
2714,2460-NGXBJ,60.928703
6546,3587-PMCOY,60.915561
2111,4983-CLMLV,60.902649
2642,7296-PIXQY,60.897713
5842,8676-OOQEJ,60.893914
2732,7129-ACFOG,60.873909
4259,0928-JMXNP,60.872792
6829,3590-TCXTB,60.848762
4510,4634-JLRJT,60.848762
2894,2592-YKDIF,60.848762
3672,6360-SVNWV,60.827027
4583,9753-OYLBX,60.818357
5771,9708-KFDBY,60.776746
4470,8393-JMVMB,60.775280
4848,5404-GGUKR,60.738047
4450,0975-VOOVL,60.737965
5850,4067-HLYQI,60.724093
2017,6168-YBYNP,60.709577
5720,3976-NLDEZ,60.601477
5680,6135-OZQVA,60.566842
3276,2272-UOINI,60.551980
3811,0880-FVFWF,60.439050
5973,2270-CHBFN,60.313327
6861,1596-OQSPS,60.272207
5965,6339-DKLMK,60.251922
2389,2480-JZOSN,60.218152
2132,3351-NGXYI,60.188022
2613,8120-JDCAM,60.135304
3355,8272-ONJLV,60.087346
6576,2101-RANCD,60.067435
4908,8910-LEDAG,60.061381
4910,2716-GFZOR,60.037039
3164,1803-BGNBD,60.027548
4357,2883-ILGWO,60.005317
5352,9356-AXGMP,59.923297
2364,3030-ZKIWL,59.905805
4638,7096-UCLNH,59.905805
6087,8749-CLJXC,59.905805
2529,4661-NJEUX,59.905805
4904,4826-TZEVA,59.899782
6460,5331-RGMTT,59.883698
6886,6300-BWMJX,59.874196
2356,3509-GWQGF,59.872401
5061,1101-SSWAG,59.868326
4916,3005-TYFRD,59.742591
2284,2654-VBVPB,59.720113
6845,2369-FEVNO,59.720113
6804,7878-RTCZG,59.720113
5425,6654-QGBZZ,59.720113
2238,6579-JPICP,59.679520
4821,3727-JEZTU,59.679520
4707,6710-HSJRD,59.663027
6266,0239-OXEXL,59.612250
2247,1135-LMECX,59.565439
3427,0673-IGUQO,59.550660
4005,2668-TZSPS,59.550660
2385,8262-COGGB,59.550660
3872,5996-DAOQL,59.550660
5998,6847-KJLTS,59.532478
2799,6625-UTXEW,59.436174
6361,6286-SUUWT,59.377218
4995,2542-HYGIQ,59.377218
3823,8562-GHPPI,59.347653
5117,3086-RUCRN,59.342033
2539,2267-FPIMA,59.341604
2603,3717-OFRTN,59.340977
4932,2465-BLLEU,59.340977
4998,6124-ACRHJ,59.340977
1967,3930-ZGWVE,59.340977
5183,7853-WNZSY,59.340977
2289,7343-EOBEU,59.335444
4068,5906-BFOZT,59.332459
4946,1905-OEILC,59.332459
4422,8566-YPRGL,59.332459
5591,8149-AIQCG,59.293652
3200,2178-PMGCJ,59.293239
2593,5002-GCQFH,59.278048
4668,7698-YFGEZ,59.269602
2630,7147-AYBAA,59.255242
6064,3785-NRHYR,59.237212
3907,1194-SPVSP,59.237212
6854,0970-QXPXW,59.237212
4703,7291-CDTMJ,59.237212
5684,7721-DVEKZ,59.237212
4543,9819-FBNSV,59.216269
2066,7529-ZDFXI,59.164528
6626,0419-YAAPX,59.117911
2841,9277-JOOMO,59.068649
2076,8645-KWHJO,59.036685
2406,5575-TPIZQ,59.033062
3950,1575-KRZZE,59.024030
2967,8605-ITULD,59.012946
2274,2866-IKBTM,59.012946
5402,1622-HSHSF,59.012946
6616,7601-WFVZV,59.012946
4055,2576-HXMPA,59.012946
6012,6542-LWGXJ,58.948132
5171,4693-VWVBO,58.905898
6322,6599-SFQVE,58.895026
4596,7346-MEDWM,58.886849
3759,9137-NOQKA,58.882741
2045,3316-UWXUY,58.815766
3631,2573-GYRUU,58.790779
2703,3452-ABWRL,58.781946
7028,7398-LXGYX,58.769675
6434,2279-AXJJK,58.757684
4588,2842-BCQGE,58.746798
2443,4013-GUXND,58.710618
4262,5402-HTOTQ,58.701306
6830,6994-KERXL,58.698340
4355,4680-KUTAJ,58.680588
4209,7272-QDCKA,58.668987
4898,6627-CFOSN,58.652645
2100,1098-TDVUQ,58.517462
5157,1608-GMEWB,58.511475
5059,2700-LUEVA,58.400690
5601,6133-OZILE,58.385781
2750,6807-SIWJI,58.360704
2055,4522-AKYLR,58.346686
5593,0899-WZRSD,58.344773
6934,7853-OETYL,58.335463
4192,7993-NQLJE,58.326642
4935,6917-YACBP,58.295285
2054,9058-HRZSV,58.280357
2972,1728-CXQBE,58.191453
2748,0080-OROZO,58.189356
3762,8868-GAGIO,58.184056
2156,8782-LKFPK,58.163194
6643,9389-ACWBI,58.134142
5209,9688-YGXVR,58.096788
3492,0380-NEAVX,58.081858
5862,1310-QRITU,58.049647
6919,4070-OKWVH,57.978982
2157,5522-JBWMO,57.971168
2250,8677-HDZEE,57.855897
2396,6942-LBFDP,57.802434
4267,3665-JATSN,57.793255
7003,5981-ZVXOT,57.792977
6186,2621-UDNLU,57.770853
3839,8166-ORCHU,57.736831
5267,8065-BVEPF,57.699761
2873,4238-HFHSN,57.538813
5741,6233-HXJMX,57.470963
4673,2903-YYTBW,57.463208
2869,7130-YXBRO,57.447343
3985,2452-KDRRH,57.434288
4189,2452-SNHFZ,57.411732
3891,0924-BJCRC,57.398934
4879,1453-RZFON,57.397941
3219,6908-VVYHM,57.392586
6296,4482-FTFFX,57.348783
6779,1442-BQPVU,57.324829
3212,1663-MHLHE,57.298746
6881,6563-VNPMN,57.288175
2376,2826-UWHIS,57.180896
3954,7610-TVOPG,57.086063
6234,5828-DWPIL,57.070365
2177,1996-DBMUS,57.069174
5518,9975-SKRNR,57.012729
5327,2988-GBIVW,57.007132
4003,3170-GWYKC,56.977154
6969,2758-RNWXS,56.971704
4352,1855-AGAWH,56.914982
5668,5562-YJQGT,56.783762
5621,8739-QOTTN,56.783762
3018,9818-XQCUV,56.783762
2384,5076-YVXCM,56.783626
2003,5947-SGKCL,56.766502
5806,9441-QHEVC,56.741275
4164,6569-KTMDU,56.741275
3148,1015-OWJKI,56.734595
6726,7729-JTEEC,56.698734
1894,6572-ADKRS,56.677039
2141,7302-ZHMHP,56.673880
2083,3808-HFKDE,56.650196
3641,6486-LHTMA,56.474316
3294,2792-VPPET,56.449865
6129,4815-GBTCD,56.441507
2246,8981-FJGLA,56.351037
3379,4138-NAXED,56.327912
6066,7072-MBHEV,56.308651
5558,2067-QYTCF,56.305830
5235,3709-OIJEA,56.277739
4459,1335-NTIUC,56.264703
4959,2027-WKXMW,56.240630
3638,7318-EIVKO,56.206923
6318,0487-RPVUM,56.146957
6003,0816-TSPHQ,56.062421
5278,3007-FDPEA,56.055739
5155,7821-DPRQE,56.042873
3180,5207-PLSTK,55.960504
2543,5543-QDCRY,55.921349
2077,4130-MZLCC,55.868398
4156,7271-AJDTL,55.853984
3436,4010-YLMVT,55.804297
2151,5686-CMAWK,55.790430
5069,9708-HPXWZ,55.783265
6887,7009-LGECI,55.769659
4704,7128-GGCNO,55.750399
2584,8388-FYNPZ,55.746742
6483,6726-WEXXK,55.697394
2581,0851-DFJKB,55.692367
6918,3452-SRFEG,55.665119
4577,6257-RJOHI,55.531615
6715,7426-GSWPO,55.500243
2429,1635-FJFCC,55.485912
5105,2277-VWCNI,55.458539
2397,1456-TWCGB,55.400574
3968,1215-VFYVK,55.395496
4245,3594-IVHJZ,55.386892
5404,5542-DHSXL,55.381477
5879,7246-ZGQDF,55.376971
2989,6184-DYUOB,55.319237
5282,8705-DWKTI,55.306032
6704,2342-CKIAO,55.252844
3378,1216-BGTSP,55.250733
2956,5067-DGXLL,55.230308
5883,1833-TCXKK,55.210701
4303,7284-BUYEC,55.195893
6882,2267-WTPYD,55.180627
6169,2971-SGAFL,55.134255
4333,9817-APLHW,55.132846
3264,1636-NTNCO,55.129160
6870,8725-JEDFD,55.125421
4727,9348-YVOMK,55.028208
3578,9776-OJUZI,55.018615
6071,8903-XEBGX,55.017587
3702,7878-JGDKK,54.996238
2934,8445-DNBAE,54.968238
3417,3744-ZBHON,54.961732
2996,8096-LOIST,54.958454
4116,1406-PUQVY,54.948562
6539,1025-FALIX,54.879925
3544,8064-RAVOH,54.866215
2970,3195-TQDZX,54.849073
3533,9537-VHDTA,54.797550
5956,7880-XSOJX,54.794250
2441,0030-FNXPP,54.719229
2178,7916-VCCPB,54.665124
7035,9767-FFLEM,54.615912
6119,9761-XUJWD,54.575973
4705,0237-YFUTL,54.549290
4685,6402-EJMWF,54.531708
6187,7526-IVLYU,54.530894
6832,2740-JFBOK,54.344385
5778,2144-BFDSO,54.278407
1899,4080-IIARD,54.248343
3256,0463-WZZKO,54.193765
6453,6394-HHHZM,54.187073
2318,5172-MIGPM,54.182120
2917,7077-XJMET,54.159668
3856,5445-GLVOT,54.137855
4745,5206-XZZQI,54.114889
6374,6218-KNUBD,54.112717
5047,2582-FFFZR,54.073227
5734,7025-IWFHT,53.936789
5523,3446-QDSZF,53.922869
6729,9770-LXDBK,53.885372
2540,1051-GEJLJ,53.828983
6271,0212-ISBBF,53.819833
3822,8250-ZNGGW,53.802596
4027,4402-FTBXC,53.750912
6954,5136-GFPMB,53.697320
5335,0129-KPTWJ,53.696194
4774,4324-AHJKS,53.692048
3590,3113-IWHLC,53.692048
6900,8217-QYOHV,53.685884
5082,3806-YAZOV,53.657711
4824,3657-COGMW,53.651374
6738,9979-RGMZT,53.640664
5534,2303-PJYHN,53.590518
3862,8150-QUDFX,53.590518
2023,7018-WBJNK,53.583570
5384,7594-LZNWR,53.555046
5848,3936-QQFLL,53.480847
5989,2308-STERM,53.468471
3623,9101-NTIXF,53.468471
2305,2640-LYMOV,53.467472
5409,0366-NQSHS,53.461781
4954,6917-IAYHD,53.461201
4362,0396-HUJBP,53.455091
2487,0295-QVKPB,53.433894
2453,9505-SQFSW,53.406934
5667,7017-VFULY,53.391128
6751,8006-PYCSW,53.391128
5283,8755-IWJHN,53.359082
3934,0058-EVZWM,53.283982
4301,7075-BNDVQ,53.260027
2404,5433-KYGHE,53.159862
5330,0265-PSUAE,53.062694
3987,1564-HJUVY,53.054895
5836,8313-KTIHG,53.011325
3529,1399-UBQIU,52.991592
5482,8404-GFGCZ,52.953245
2943,6362-QHAFM,52.948860
5479,4393-RYCRE,52.940768
1987,6551-GNYDG,52.939737
5291,9426-SXNHE,52.909684
5840,3137-LUPIX,52.908659
4252,4931-TRZWN,52.897604
6472,5066-GFJMM,52.781969
2947,4283-IVYCI,52.708965
6100,7636-XUHWW,52.624156
6973,9039-ZVJDC,52.611590
3440,8160-HOWOX,52.340640
6956,5243-SAOTC,52.339278
5790,1935-IMVBB,52.328180
1925,2673-CXQEU,52.311657
2508,7905-TVXTA,52.300131
4216,6734-CKRSM,52.290257
2307,2393-DIVAI,52.290257
5407,7808-DVWEP,52.290257
2727,5334-JLAXU,52.283612
4304,2041-JIJCI,52.268512
6390,0178-CIIKR,52.232747
3550,8963-JLGJT,52.157414
4056,7587-AOVVU,52.110381
6309,8008-ESFLK,52.100447
5944,5919-VCZYM,52.099738
7033,0871-OPBXW,52.099738
3755,0188-GWFLE,52.099738
6910,9700-ZCLOT,52.083635
3825,4986-MXSFP,52.083635
2214,4237-CLSMM,52.083635
4104,1796-JANOW,52.074925
5112,5778-BVOFB,51.960333
5270,2853-CWQFQ,51.959459
4757,6173-GOLSU,51.949582
6989,7789-CRUVC,51.843551
5089,5018-GWURO,51.841123
4447,0003-MKNFE,51.837818
5966,1346-PJWTK,51.836862
2336,5240-CAOYT,51.806523
6530,7798-JVXYM,51.786805
5395,7501-VTYLJ,51.784034
2721,4320-QMLLA,51.724713
3999,6652-YFFJO,51.712465
3761,1849-RJYIG,51.712285
5578,1848-LBZHY,51.712047
6725,2257-BOVXD,51.693631
5917,2676-OXPPQ,51.675258
6964,0463-ZSDNT,51.660938
3806,7799-DSEWS,51.653025
2078,0314-TKOSI,51.633211
3041,7351-KYHQH,51.630371
5462,3688-FTHLT,51.626507
5114,0228-MAUWC,51.609435
5760,5424-RLQLC,51.578538
4889,9780-FKVVF,51.569262
5167,8242-JSVBO,51.548717
2842,1907-YLNYW,51.530091
6368,4226-KKDON,51.525434
3001,7905-NJMXS,51.509634
4412,7047-FWEYA,51.503232
3150,8887-IPQNC,51.496595
6133,3873-NFTGI,51.475140
3919,9375-MHRRS,51.474973
5723,6854-EXGSF,51.460794
6543,8735-DCXNF,51.456320
4500,4452-QIIEB,51.450942
3673,0567-GGCAC,51.448445
3216,7554-AKDQF,51.443139
4735,5816-SCGFC,51.429585
5195,7797-EJMDP,51.418286
5256,8003-EWNDZ,51.405740
6329,3055-OYMSE,51.386216
4167,0867-LDTTC,51.351028
6210,7054-ENNGU,51.307277
6661,1353-LJWEM,51.300875
4268,7966-YOTQW,51.299052
2467,4257-GAESD,51.281151
2292,7319-VENRZ,51.280316
6178,7876-BEUTG,51.277883
4663,4280-DLSHD,51.265697
3134,5515-RUGKN,51.265697
5068,2674-MLXMN,51.260942
2900,2373-NTKOD,51.256642
2333,9396-ZSFLL,51.244401
5729,3589-PPVKW,51.243046
6385,3258-SANFR,51.242321
5309,8455-HIRAQ,51.220667
4892,3345-PBBFH,51.219207
3024,1436-ZMJAN,51.208035
5210,0423-UDIJQ,51.206136
4802,7130-CTCUS,51.199931
3890,7693-QPEFS,51.195504
5556,5600-PDUJF,51.194307
6998,5568-DMXZS,51.144546
4647,3537-HPKQT,51.121163
2991,9327-QSDED,51.102670
2363,8095-WANWK,51.101097
6549,5309-TAIKL,51.098803
4135,7351-MHQVU,51.088940
6203,2709-UQGNP,51.083616
4024,2761-XECQW,51.076414
2273,2782-LFZVW,51.074521
6236,2931-FSOHN,51.055754
6251,6859-RKMZJ,51.049177
4767,0701-TJSEF,51.042742
5037,5651-CPDND,51.020346
2554,5149-TGWDZ,51.000816
5841,6143-JQKEA,50.994004
4265,3890-RTCMS,50.962402
4205,9097-ZUBYC,50.951473
2185,8111-BKVDS,50.921521
2654,7143-BQIBA,50.881123
3311,8735-IJJEG,50.862681
3551,1465-LNTLJ,50.856313
4862,1629-DQQVB,50.849419
5832,0112-QAWRZ,50.824278
4190,3629-WEAAM,50.819784
3017,4672-FOTSD,50.764875
4057,6898-MDLZW,50.753601
5244,7766-CLTIC,50.751428
6010,2458-EOMRE,50.732883
4857,7446-YPODE,50.701685
2754,4468-KAZHE,50.696200
5746,2615-YVMYX,50.694522
5287,1202-KKGFU,50.677973
5260,2432-TFSMK,50.644107
6216,0856-NAOES,50.593004
2700,8791-GFXLZ,50.581119
4645,1814-DKOLC,50.556763
5034,7596-LDUXP,50.551273
4933,1685-VAYJF,50.489958
6698,9626-WEQRM,50.481295
2589,9489-UTFKA,50.460213
6180,9873-MNDKV,50.417102
6325,0356-ERHVT,50.402989
6316,0708-LGSMF,50.398700
5241,8746-OQQRW,50.390015
4045,5311-IHLEI,50.360082
5433,1600-DILPE,50.351358
3644,7176-WIONM,50.328251
5298,5701-ZIKJE,50.292336
5685,3566-VVORZ,50.291273
2963,5035-PGZXH,50.223279
2602,2604-XVDAM,50.191765
3643,7389-KBFIT,50.185316
3690,2585-KTFRE,50.180731
3449,2014-MKGMH,50.113173
3055,3584-WKTTW,50.088549
5706,7245-JMTTQ,50.081890
5699,3001-UNBTL,50.074244
5417,5734-EJKXG,50.070246
2867,5624-RYAMH,50.064075
4157,1867-TJHTS,50.049512
4413,2000-MPKCA,50.035394
6513,3162-KKZXO,50.015136
4924,8474-UMLNT,50.012189
2527,3199-NPKCN,49.985210
6076,7824-PANSQ,49.956951
2771,0872-JCPIB,49.924240
3632,5156-UMKOW,49.907212
2024,9142-KZXOP,49.866344
3186,2519-LBNQL,49.863669
4469,5206-HPJKM,49.739854
5220,2074-GUHPQ,49.739240
6446,0130-SXOUN,49.635293
4359,9629-NHXFW,49.616445
6899,1724-IQWNM,49.607774
1912,1215-FIGMP,49.593204
6245,2862-PFNIK,49.586485
6456,5188-HGMLP,49.577782
1941,6067-NGCEU,49.519229
2288,6815-ABQFQ,49.504312
5968,8023-QHAIO,49.493770
6924,6341-AEVKX,49.491047
4114,5897-ZYEKH,49.435789
3360,3090-LETTY,49.313417
5316,1791-PQHBB,49.303962
5243,0471-ARVMX,49.273150
5681,2252-JHJGE,49.271426
4374,6794-HKIAJ,49.266768
4533,4488-KQFDT,49.264846
6217,1976-AZZPJ,49.262398
2821,8800-ZKRFW,49.261209
5595,4828-FAZPK,49.260556
1949,6180-YBIQI,49.254402
4787,3692-JHONH,49.245960
6976,2750-BJLSB,49.233325
3913,1229-RCALF,49.207969
1946,3679-XASPY,49.188168
2486,7975-TZMLR,49.153382
3004,5071-FBJFS,49.067394
3320,3511-APPBJ,49.031975
1924,5630-AHZIL,48.990337
4854,6199-IWKGC,48.951711
2925,9052-VKDUW,48.881535
2784,0319-QZTCO,48.868679
2446,4718-DHSMV,48.819837
2080,2080-SRCDE,48.801363
2418,1216-JWVUX,48.732096
4520,9643-YBLUR,48.710868
2924,6439-LAJXL,48.698861
5710,0734-OXWBT,48.690951
3092,3761-FLYZI,48.689986
5214,1100-DDVRV,48.672710
5179,7251-XFOIL,48.645838
5096,4781-ZXYGU,48.630999
6467,9374-YOLBJ,48.581280
2677,4646-QZXTF,48.563977
2987,2924-KHUVI,48.497318
2587,2826-DXLQO,48.494244
4759,7950-XWOVN,48.474261
5100,0853-NWIFK,48.470048
6008,4462-CYWMH,48.407526
6253,2957-JIRMN,48.343557
4592,7159-FVYPK,48.209416
4457,9821-BESNZ,48.208599
5285,0929-PECLO,48.121257
2058,0959-WHOKV,48.103691
1908,5067-XJQFU,48.063871
4257,9938-EKRGF,48.030022
4080,3308-MHOOC,47.992561
5113,3373-YZZYM,47.992561
6485,4685-ERGHK,47.990713
2134,9833-TGFHX,47.983246
2306,1423-BMPBQ,47.975259
6608,9137-UIYPG,47.970929
5108,5868-YTYKS,47.963917
6864,3174-RKMOW,47.959061
4635,2522-AHJXR,47.938198
1873,6713-OKOMC,47.904781
2187,2806-MLNTI,47.837297
5354,8979-CAMGB,47.780199
4082,4177-JPDFU,47.773585
6420,8033-VCZGH,47.716597
2511,3224-DFQNQ,47.622801
4402,1698-XFZCI,47.588645
3263,8069-YQQAJ,47.536630
6238,9971-ZWPBF,47.524525
3040,8152-UOBNY,47.496022
5843,9701-CDXHR,47.476357
6562,0927-CNGRH,47.377730
3374,1170-SASML,47.354371
2992,1656-DRSMG,47.328228
5687,2480-SQIOB,47.245074
3540,5732-IKGQH,47.237187
2224,1304-BCCFO,47.156447
3064,6022-KOUQO,47.121525
6231,1356-MKYSK,47.089903
3050,2927-QRRQV,47.073085
6388,4833-QTJNO,46.968605
2499,6549-NNDYT,46.948935
6592,3865-ZYKAD,46.918456
6310,7537-CBQUZ,46.911192
3495,5802-ADBRC,46.892838
3920,4860-YZGZM,46.840992
6769,0822-QGCXA,46.817248
4691,9169-BSVIN,46.814553
4354,1370-GGAWX,46.799562
6033,4396-KLSEH,46.791676
3153,0106-GHRQR,46.734876
2787,0668-OGMHD,46.705109
5972,8133-ANHHJ,46.665786
4548,5186-EJEGL,46.654186
2476,7382-DFJTU,46.650192
3886,1110-KYLGQ,46.636878
4477,1703-MGIAB,46.624210
4430,0247-SLUJI,46.581624
3885,1169-SAOCL,46.567491
2019,3645-DEYGF,46.490999
3499,8495-LJDFO,46.477463
2878,4291-HPAXL,46.426675
6097,3349-ANQNH,46.413185
3372,2538-OIMXF,46.404158
3527,5527-ACHSO,46.365451
5529,6954-OOYZZ,46.360549
2541,5285-MVEHD,46.354705
5626,6266-QHOJZ,46.300317
2268,0621-HJWXJ,46.260792
5740,7661-CPURM,46.253180
2874,6250-CGGUN,46.242656
4437,3756-VNWDH,46.216437
6997,5351-QESIO,46.150110
2715,2446-ZKVAF,46.142140
6452,9962-BFPDU,46.138828
3028,2812-SFXMJ,46.138828
4324,2195-VVRJF,46.137327
4715,5701-SVCWR,46.131979
3302,8267-KFGYD,46.101246
4682,9481-IEBZY,46.084020
5261,4929-ROART,46.069033
2410,6952-OMNWB,46.054462
5323,1986-PHGZF,46.044619
3665,1049-FYSYG,46.033804
4086,6620-JDYNW,45.977978
2471,3807-XHCJH,45.977260
2075,3179-GBRWV,45.976240
7030,0550-DCXLH,45.957456
6293,5671-UUNXD,45.927255
3178,3144-KMTWZ,45.897104
2580,8467-WYNSR,45.882340
3295,7409-JURKQ,45.791379
5277,4338-EYCER,45.791163
6045,9103-CXVOK,45.788176
6015,2087-QAREY,45.773765
3760,5843-TTHGI,45.744716
6677,5949-HGVJL,45.743304
3777,7748-UMTRK,45.709276
4330,5366-OBVMR,45.672725
2705,3156-QLHBO,45.609601
5918,3703-TTEPD,45.593524
6364,5438-QMDDL,45.592865
6249,7395-XWZOY,45.551062
2911,5651-WYIPH,45.514012
4442,2828-SLQPF,45.419068
3875,7883-ROJOC,45.405664
5592,1360-JYXKQ,45.391820
5008,5939-XAIXZ,45.342561
5233,8375-KVTHK,45.329287
3286,2801-NISEI,45.320544
4594,6088-BXMRG,45.307240
6806,7103-IPXPJ,45.289942
4887,6624-JDRDS,45.288962
5236,1386-ZIKUV,45.288132
5289,1852-XEMDW,45.286632
3085,3307-TLCUD,45.274092
2277,4676-MQUEA,45.265016
2737,1641-RQDAY,45.206759
6703,2978-XXSOG,45.206419
4974,8706-HRADD,45.190035
3062,4939-KYYPY,45.189322
3187,8623-ULFNQ,45.183495
5819,8992-OBVDG,45.085784
5131,6217-TOWGS,45.073606
3067,9504-DSHWM,45.065534
2007,4827-USJHP,45.047754
3447,2023-VQFDL,45.017094
2064,6655-LHBYW,44.932252
6209,9943-VSZUV,44.823741
5882,7109-MFBYV,44.813338
6809,1785-BPHTP,44.800889
6801,2027-CWDNU,44.799880
5092,0537-QYZZN,44.796196
3933,5353-WILCI,44.775604
3324,5447-WZAFP,44.772536
5807,6705-LNMDD,44.763468
3871,5133-VRSAB,44.733823
4194,9099-FTUHS,44.729636
4784,7421-ZLUPA,44.720429
5410,3807-BPOMJ,44.685183
5182,0442-ZXKVS,44.678903
3455,1784-EZDKJ,44.642712
2789,9408-HRXRK,44.545609
2248,4332-MUOEZ,44.539099
2848,6475-VHUIZ,44.506175
3254,3946-JEWRQ,44.466510
5854,8910-ICHIU,44.442212
5876,7879-CGSFV,44.392450
3244,7064-FRRSW,44.382986
4050,3345-JHUEO,44.362889
2201,0206-TBWLC,44.360520
6037,6469-QJKZW,44.356794
6142,1697-NVVGY,44.352967
6324,4003-FUSHP,44.341889
4780,6704-UTUKK,44.311500
3685,5198-EFNBM,44.300166
3716,1134-YWTYF,44.277117
2779,0384-RVBPI,44.244785
2399,8329-UTMVM,44.239849
6646,5921-NGYRH,44.233012
3323,3723-BFBGR,44.203384
5023,6821-JPCDC,44.196841
3224,3402-XRIUO,44.171296
3424,9779-DPNEJ,44.142257
1877,8091-TTVAX,44.116907
3462,2931-VUVJN,44.093541
6741,2108-GLPQB,44.086462
3143,1958-RNRKS,44.054934
2256,4109-CYRBD,44.036482
2225,4104-PVRPS,44.032748
6992,0422-UXFAP,44.019630
5022,5955-EPOAZ,43.998633
5188,0575-CUQOV,43.995814
6005,4619-EVPHY,43.992024
2860,2293-IJWPS,43.987424
6719,8317-BVKSO,43.932440
5949,7964-VEXDG,43.931070
5527,4486-EFAEB,43.903207
1928,0191-ZHSKZ,43.839333
5009,9054-FOWNV,43.829233
2020,9323-HGFWY,43.798504
5838,6284-KMNUF,43.798267
6792,7895-VONWT,43.787096
5449,0931-MHTEM,43.775994
3656,8982-NHAVY,43.772783
4718,1357-BIJKI,43.728211
6342,9881-VCZEP,43.718205
3284,3221-CJMSG,43.716672
5119,7576-JMYWV,43.683403
4224,7636-OWBPG,43.677380
2334,6464-KEXXH,43.655446
4454,5443-SCMKX,43.618964
4832,1329-VHWNP,43.615828
4981,9027-YFHQJ,43.615828
2127,6243-OZGFH,43.585303
4306,2229-VWQJH,43.574673
6239,4712-AUQZO,43.561504
6681,9828-QHFBK,43.546770
3218,5423-BHIXO,43.520529
2104,5027-YOCXN,43.494657
6177,9114-VEPUF,43.455776
4830,5863-OOKCL,43.437520
6624,9644-UMGQA,43.401799
4187,7968-QUXNS,43.386356
2706,2208-NQBCT,43.336902
3327,7892-QVYKW,43.311131
6808,3545-CNWRG,43.308382
5988,0027-KWYKW,43.294684
4994,7629-WFGLW,43.292893
2059,4075-JFPGR,43.207544
5486,3521-MNKLV,43.163664
6995,2843-CQMEG,43.163664
6776,6258-NGCNG,43.150015
2165,2519-ERQOJ,43.141897
2339,0516-UXRMT,43.096751
2938,6890-PFRQX,43.091091
2098,3167-SNQPL,43.084707
5636,7811-JIVPF,43.082847
3479,3689-MOZGR,43.070292
2531,1258-YMZNM,43.067117
3832,3301-LSLWQ,43.064483
5690,4350-ZTLPI,43.062944
6684,6728-VOIFY,43.059885
4175,5222-JCXZT,43.055441
4370,7234-KMNRQ,43.055441
4880,8263-OKETD,42.983032
5408,2284-VFLKH,42.951354
2765,8268-YDIXR,42.949502
3568,8552-OBVRU,42.925664
4965,5934-RMPOV,42.917360
2065,5046-NUHWD,42.917000
3011,5522-NYKPB,42.904342
3144,5136-RGMZO,42.895029
2140,9069-LGEUL,42.881508
3584,2972-YDYUW,42.871297
7014,4501-VCPFK,42.838861
6377,0623-EJQEG,42.835790
3282,7188-CBBBA,42.827198
4328,9494-BDNNC,42.817548
3793,5945-AZYHT,42.756622
2413,6549-YMFAW,42.752118
2258,0750-EBAIU,42.693277
2671,9036-CSKBW,42.688229
6074,2325-WINES,42.687329
6264,6907-CQGPN,42.597861
4193,9909-DFRJA,42.579548
2183,7663-ZTEGJ,42.560435
4756,7964-YESJC,42.519359
2208,5760-WRAHC,42.502680
4626,4950-BDEUX,42.485715
2241,4374-YMUSQ,42.439780
2772,3055-MJDSB,42.428307
5488,5092-STPKP,42.407706
6991,9972-VAFJJ,42.400653
4201,6429-SHBCB,42.396818
